Fid,trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear,Label
172.217.10.238-10.42.0.211-443-50885-6,9050871,3/29/2022 6:44,3/29/2022 6:50,202,367,43,Michigan Ave & Washington St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1982,1
172.217.9.238-10.42.0.42-80-47173-6,9050820,3/29/2022 6:38,3/29/2022 6:48,2229,635,176,Clark St & Elm St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1978,0
10.42.0.211-104.209.188.76-50866-443-6,9050800,3/29/2022 6:35,3/29/2022 6:54,1419,1149,30,Ashland Ave & Augusta Blvd,49,Dearborn St & Monroe St,Subscriber,Female,1989,1
10.42.0.211-23.203.49.224-54059-443-6,9050785,3/29/2022 6:31,3/29/2022 6:48,1689,1029,130,Damen Ave & Division St,317,Wood St & Taylor St,Subscriber,Female,1984,1
172.217.10.106-10.42.0.42-443-56616-6,9050757,3/29/2022 6:27,3/29/2022 6:57,3562,1806,13,Wilton Ave & Diversey Pkwy,88,May St & Randolph St,Subscriber,Female,1990,0
8.0.6.4-8.6.0.1-0-0-0,9050726,3/29/2022 6:22,3/29/2022 6:42,3158,1168,333,Ashland Ave & Blackhawk St,75,Canal St & Jackson Blvd,Subscriber,Male,1982,1
10.42.0.42-36.110.213.174-33221-443-6,9050667,3/29/2022 6:11,3/29/2022 6:23,2475,716,91,Clinton St & Washington Blvd,25,Michigan Ave & Pearson St,Subscriber,Male,1973,0
172.217.3.106-10.42.0.211-443-36316-6,9050460,3/28/2022 23:03,3/28/2022 23:08,4157,340,260,Kedzie Ave & Milwaukee Ave,499,Kosciuszko Park,Subscriber,Male,1975,0
10.42.0.211-10.42.0.1-1811-53-17,9050422,3/28/2022 22:30,3/28/2022 22:34,1973,236,109,900 W Harrison St,109,900 W Harrison St,Subscriber,Male,1997,0
172.217.10.234-10.42.0.151-443-44962-6,9050207,3/28/2022 21:24,3/28/2022 21:37,3592,773,432,Clark St & Lunt Ave,447,Glenwood Ave & Morse Ave,Subscriber,Female,1950,1
10.42.0.1-10.42.0.42-53-47797-17,9050111,3/28/2022 21:05,3/28/2022 21:07,4669,106,67,Sheffield Ave & Fullerton Ave,327,Sheffield Ave & Webster Ave,Subscriber,Male,1993,0
172.217.10.46-10.42.0.151-443-47932-6,9050017,3/28/2022 20:46,3/28/2022 21:05,1857,1130,44,State St & Randolph St,94,Clark St & Armitage Ave,Subscriber,Male,1986,0
10.42.0.42-104.254.66.16-40931-80-6,9049852,3/28/2022 20:18,3/28/2022 20:27,394,495,73,Jefferson St & Monroe St,217,May St & Fulton St,Subscriber,Male,1957,0
172.217.10.74-10.42.0.42-443-55799-6,9049751,3/28/2022 20:01,3/28/2022 20:05,2619,248,133,Kingsbury St & Kinzie St,48,Larrabee St & Kingsbury St,Subscriber,Male,1985,1
10.42.0.1-10.42.0.42-53-17923-17,9049483,3/28/2022 19:28,3/28/2022 19:45,2465,1004,141,Clark St & Lincoln Ave,319,Greenview Ave & Diversey Pkwy,Subscriber,Male,1990,0
10.42.0.211-42.56.76.21-35880-80-6,9049402,3/28/2022 19:18,3/28/2022 19:22,3435,241,88,May St & Randolph St,96,Desplaines St & Randolph St,Subscriber,Male,1989,0
10.42.0.42-47.88.66.107-53848-80-6,9049397,3/28/2022 19:18,3/28/2022 19:26,4261,452,174,Canal St & Madison St,199,Wabash Ave & Grand Ave,Subscriber,Male,1969,0
172.217.3.116-10.42.0.211-443-35501-6,9049354,3/28/2022 19:14,3/28/2022 19:18,1329,285,122,Ogden Ave & Congress Pkwy,215,Damen Ave & Madison St,Subscriber,Male,1988,1
172.217.6.206-10.42.0.151-443-36064-6,9049283,3/28/2022 19:05,3/28/2022 19:08,2359,166,100,Orleans St & Merchandise Mart Plaza,74,Kingsbury St & Erie St,Subscriber,Male,1981,0
10.42.0.42-121.12.98.85-59011-80-6,9049282,3/28/2022 19:05,3/28/2022 19:07,1040,172,432,Clark St & Lunt Ave,449,Clark St & Columbia Ave,Subscriber,Male,1987,0
174.35.73.78-10.42.0.211-443-45259-6,9049266,3/28/2022 19:03,3/28/2022 19:17,1505,840,41,Federal St & Polk St,112,Green St & Randolph St,Customer,,1968,1
172.217.9.234-10.42.0.151-443-42231-6,9049242,3/28/2022 19:01,3/28/2022 19:08,4135,461,52,Michigan Ave & Lake St,66,Clinton St & Lake St,Subscriber,Male,1978,0
208.81.233.48-10.42.0.211-443-46643-6,9049231,3/28/2022 18:59,3/28/2022 19:18,1953,1152,166,Ashland Ave & Wrightwood Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1977,1
10.42.0.42-72.21.206.121-59013-443-6,9049211,3/28/2022 18:57,3/28/2022 19:03,4435,354,88,May St & Randolph St,91,Clinton St & Washington Blvd,Subscriber,Male,1960,0
172.217.11.35-10.42.0.211-80-37832-6,9049178,3/28/2022 18:53,3/28/2022 18:59,4806,354,73,Jefferson St & Monroe St,84,Union Ave & Grand Ave,Subscriber,Male,1985,0
174.35.73.110-10.42.0.211-80-34160-6,9048823,3/28/2022 18:23,3/28/2022 18:44,684,1245,287,Franklin St & Monroe St,176,Clark St & Elm St,Subscriber,Female,1992,0
10.42.0.151-23.194.108.102-50475-443-6,9048822,3/28/2022 18:23,3/28/2022 18:31,648,523,223,Clifton Ave & Armitage Ave,219,Damen Ave & Cortland St,Subscriber,Male,1970,1
172.217.6.196-10.42.0.211-443-52656-6,9048749,3/28/2022 18:17,3/28/2022 18:20,800,194,344,Ravenswood Ave & Lawrence Ave,242,Damen Ave & Leland Ave,Subscriber,Female,1980,1
172.217.11.34-10.42.0.211-443-58799-6,9048655,3/28/2022 18:11,3/28/2022 18:23,444,755,344,Ravenswood Ave & Lawrence Ave,330,Lincoln Ave & Addison St,Subscriber,Female,1982,1
172.217.12.170-10.42.0.151-443-42299-6,9048651,3/28/2022 18:10,3/28/2022 18:19,1401,518,296,Broadway & Belmont Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Female,1990,1
172.217.10.42-10.42.0.151-443-48763-6,9048603,3/28/2022 18:07,3/28/2022 18:16,3952,541,36,Franklin St & Jackson Blvd,56,Desplaines St & Kinzie St,Subscriber,Male,1986,1
10.42.0.211-119.146.74.31-58664-443-6,9048437,3/28/2022 17:57,3/28/2022 18:05,4701,468,376,Artesian Ave & Hubbard St,350,Ashland Ave & Chicago Ave,Subscriber,Male,1986,0
10.42.0.42-106.39.169.66-58295-80-6,9048272,3/28/2022 17:48,3/28/2022 17:51,4791,192,69,Damen Ave & Pierce Ave,159,Claremont Ave & Hirsch St,Subscriber,Male,1992,0
8.41.222.241-10.42.0.211-443-32885-6,9048240,3/28/2022 17:46,3/28/2022 17:53,2172,439,287,Franklin St & Monroe St,5,State St & Harrison St,Subscriber,Male,1976,1
10.42.0.42-47.89.69.217-32809-443-6,9047992,3/28/2022 17:35,3/28/2022 17:43,904,440,174,Canal St & Madison St,197,Michigan Ave & Madison St,Subscriber,Male,1992,0
172.217.7.163-10.42.0.211-80-34577-6,9047985,3/28/2022 17:35,3/28/2022 17:43,4479,490,289,Wells St & Concord Ln,177,Theater on the Lake,Subscriber,Male,1989,1
10.42.0.151-52.84.29.154-34139-443-6,9047979,3/28/2022 17:35,3/28/2022 17:54,3322,1140,91,Clinton St & Washington Blvd,61,Wood St & Milwaukee Ave,Subscriber,Male,1970,0
10.42.0.211-121.14.255.100-60079-80-6,9047928,3/28/2022 17:32,3/28/2022 17:41,1331,515,283,LaSalle St & Jackson Blvd,133,Kingsbury St & Kinzie St,Subscriber,Male,1953,0
172.217.12.170-10.42.0.151-443-60934-6,9047922,3/28/2022 17:32,3/28/2022 17:37,1832,278,503,Drake Ave & Fullerton Ave,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1984,0
10.42.0.151-31.13.80.5-38533-443-6,9047915,3/28/2022 17:32,3/28/2022 17:40,791,537,198,Green St & Madison St,137,Morgan Ave & 14th Pl,Subscriber,Male,1985,1
10.42.0.42-13.68.76.182-54000-443-6,9047828,3/28/2022 17:28,3/28/2022 17:41,1840,819,48,Larrabee St & Kingsbury St,108,Halsted St & Polk St,Subscriber,Female,1989,0
172.217.6.226-10.42.0.211-443-57100-6,9047773,3/28/2022 17:25,3/28/2022 17:41,464,970,196,Cityfront Plaza Dr & Pioneer Ct,268,Lake Shore Dr & North Blvd,Subscriber,Male,1986,1
202.77.129.150-10.42.0.42-80-36074-6,9047735,3/28/2022 17:23,3/28/2022 17:27,84,218,114,Sheffield Ave & Addison St,227,Southport Ave & Waveland Ave,Subscriber,Male,1981,1
203.130.53.126-10.42.0.211-80-54053-6,9047651,3/28/2022 17:19,3/28/2022 17:37,2198,1084,77,Clinton St & Madison St,315,Elston Ave & Wabansia Ave,Subscriber,Male,1974,1
203.205.158.37-10.42.0.42-80-38831-6,9047635,3/28/2022 17:19,3/28/2022 17:38,1900,1170,39,Wabash Ave & Adams St,277,Ashland Ave & Grand Ave,Subscriber,Female,1987,0
172.217.12.136-10.42.0.151-443-36812-6,9047616,3/28/2022 17:18,3/28/2022 17:28,4785,604,77,Clinton St & Madison St,80,Aberdeen St & Monroe St,Subscriber,Male,1991,0
172.217.3.110-10.42.0.151-443-45003-6,9047585,3/28/2022 17:17,3/28/2022 17:26,286,546,37,Dearborn St & Adams St,68,Clinton St & Tilden St,Subscriber,Male,1960,0
10.42.0.211-104.244.42.129-53464-80-6,9047564,3/28/2022 17:17,3/28/2022 17:35,4479,1080,37,Dearborn St & Adams St,289,Wells St & Concord Ln,Subscriber,Male,1989,0
172.217.9.238-10.42.0.211-443-51670-6,9047557,3/28/2022 17:16,3/28/2022 17:34,3813,1100,33,State St & Van Buren St,178,State St & 19th St,Customer,,1968,1
10.42.0.151-104.192.108.27-49582-80-6,9047549,3/28/2022 17:16,3/28/2022 17:20,2517,265,49,Dearborn St & Monroe St,18,Wacker Dr & Washington St,Subscriber,Male,1983,0
175.100.207.233-10.42.0.211-80-51959-6,9047409,3/28/2022 17:11,3/28/2022 17:54,319,2550,196,Cityfront Plaza Dr & Pioneer Ct,194,Wabash Ave & Wacker Pl,Customer,,1968,0
10.42.0.211-98.139.199.205-59205-443-6,9047273,3/28/2022 17:06,3/28/2022 17:22,3377,942,287,Franklin St & Monroe St,289,Wells St & Concord Ln,Subscriber,Male,1980,0
10.42.0.151-121.12.98.63-45052-80-6,9047255,3/28/2022 17:06,3/28/2022 17:32,1041,1557,125,Rush St & Hubbard St,116,Western Ave & Winnebago Ave,Subscriber,Male,1985,0
172.217.11.14-10.42.0.151-443-36012-6,9047209,3/28/2022 17:04,3/28/2022 17:06,2619,104,75,Canal St & Jackson Blvd,77,Clinton St & Madison St,Subscriber,Male,1969,1
10.42.0.211-10.42.0.1-3885-53-17,9047135,3/28/2022 17:01,3/28/2022 17:13,2741,754,211,St. Clair St & Erie St,92,Carpenter St & Huron St,Subscriber,Male,1990,0
151.101.1.140-10.42.0.211-443-44574-6,9047132,3/28/2022 17:01,3/28/2022 17:07,4459,404,91,Clinton St & Washington Blvd,88,May St & Randolph St,Subscriber,Male,1972,1
10.42.0.151-104.196.202.142-56391-443-6,9046879,3/28/2022 16:48,3/28/2022 17:02,339,846,199,Wabash Ave & Grand Ave,199,Wabash Ave & Grand Ave,Customer,,1968,1
172.217.3.106-10.42.0.211-443-40854-6,9046848,3/28/2022 16:46,3/28/2022 17:10,2390,1424,81,Daley Center Plaza,225,Halsted St & Dickens Ave,Subscriber,Male,1988,0
203.205.158.34-10.42.0.211-80-42995-6,9046841,3/28/2022 16:46,3/28/2022 16:53,1501,439,77,Clinton St & Madison St,89,Financial Pl & Congress Pkwy,Subscriber,Male,1952,0
10.42.0.1-10.42.0.42-53-42130-17,9046812,3/28/2022 16:44,3/28/2022 16:51,3748,416,68,Clinton St & Tilden St,21,Aberdeen St & Jackson Blvd,Subscriber,Female,1961,1
216.58.219.226-10.42.0.211-443-55294-6,9046639,3/28/2022 16:33,3/28/2022 16:46,223,755,153,Southport Ave & Wellington Ave,289,Wells St & Concord Ln,Subscriber,Male,1989,0
10.42.0.211-64.71.142.110-51363-443-6,9046623,3/28/2022 16:32,3/28/2022 16:42,2417,574,199,Wabash Ave & Grand Ave,192,Canal St & Adams St,Subscriber,Male,1975,0
10.42.0.151-61.174.50.168-58976-8080-6,9046602,3/28/2022 16:30,3/28/2022 16:36,2604,333,191,Canal St & Monroe St (*),100,Orleans St & Merchandise Mart Plaza,Subscriber,Female,1955,0
10.42.0.151-113.108.216.233-49827-80-6,9046518,3/28/2022 16:25,3/28/2022 16:37,4403,710,291,Wells St & Evergreen Ave,127,Lincoln Ave & Fullerton Ave,Subscriber,Female,1988,1
10.42.0.151-10.42.0.1-17339-53-17,9046294,3/28/2022 16:09,3/28/2022 16:42,225,1961,237,MLK Jr Dr & 29th St,237,MLK Jr Dr & 29th St,Subscriber,Female,1993,0
182.22.25.252-10.42.0.211-443-38334-6,9046031,3/28/2022 15:38,3/28/2022 16:05,857,1658,122,Ogden Ave & Congress Pkwy,96,Desplaines St & Randolph St,Subscriber,Male,1984,0
10.42.0.42-52.84.29.154-60945-443-6,9046011,3/28/2022 15:36,3/28/2022 15:45,4577,579,383,Ashland Ave & Harrison St,75,Canal St & Jackson Blvd,Subscriber,Female,1986,1
10.42.0.211-23.23.242.24-50453-443-6,9045916,3/28/2022 15:22,3/28/2022 15:28,411,340,77,Clinton St & Madison St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1984,0
172.217.10.238-10.42.0.211-443-52097-6,9045883,3/28/2022 15:19,3/28/2022 15:21,4040,121,418,Ellis Ave & 53rd St,420,Ellis Ave & 55th St,Subscriber,Male,1994,1
10.42.0.211-10.42.0.1-42113-53-17,9045636,3/28/2022 14:44,3/28/2022 14:58,540,838,96,Desplaines St & Randolph St,33,State St & Van Buren St,Subscriber,Female,1992,1
172.217.12.142-10.42.0.42-443-54527-6,9045628,3/28/2022 14:42,3/28/2022 14:54,4788,677,54,Ogden Ave & Chicago Ave,224,Halsted St & Willow St,Subscriber,Male,1990,0
180.76.149.207-10.42.0.211-30320-53789-6,9045578,3/28/2022 14:34,3/28/2022 14:58,1180,1420,213,Leavitt St & North Ave,131,Lincoln Ave & Belmont Ave,Subscriber,Male,1984,1
172.217.10.78-10.42.0.151-443-45549-6,9045509,3/28/2022 14:24,3/28/2022 14:26,2406,160,240,Sheridan Rd & Irving Park Rd,254,Pine Grove Ave & Irving Park Rd,Subscriber,Female,1988,0
10.42.0.211-98.139.199.205-48004-443-6,9045508,3/28/2022 14:23,3/28/2022 14:28,2654,309,69,Damen Ave & Pierce Ave,58,Marshfield Ave & Cortland St,Subscriber,Male,1972,0
10.42.0.211-74.6.105.9-46599-443-6,9045411,3/28/2022 14:01,3/28/2022 14:05,1224,285,118,Sedgwick St & North Ave,224,Halsted St & Willow St,Subscriber,Male,1962,0
172.217.12.170-10.42.0.151-443-38868-6,9045363,3/28/2022 13:50,3/28/2022 13:59,2593,487,318,Southport Ave & Irving Park Rd,231,Sheridan Rd & Montrose Ave,Subscriber,Male,1958,0
172.217.10.46-10.42.0.151-443-35828-6,9045354,3/28/2022 13:48,3/28/2022 13:58,331,575,75,Canal St & Jackson Blvd,98,LaSalle St & Washington St,Subscriber,Male,1982,0
10.42.0.211-74.6.105.13-36792-443-6,9045263,3/28/2022 13:30,3/28/2022 13:36,4398,388,133,Kingsbury St & Kinzie St,286,Franklin St & Quincy St,Subscriber,Male,1982,0
198.105.244.11-10.42.0.211-80-54173-6,9045169,3/28/2022 13:14,3/28/2022 13:20,578,333,133,Kingsbury St & Kinzie St,191,Canal St & Monroe St (*),Subscriber,Male,1961,1
10.42.0.151-31.13.71.3-41568-443-6,9045131,3/28/2022 13:11,3/28/2022 13:14,914,162,37,Dearborn St & Adams St,287,Franklin St & Monroe St,Subscriber,Male,1981,1
10.42.0.1-10.42.0.42-53-37389-17,9045118,3/28/2022 13:10,3/28/2022 13:21,1388,656,301,Clark St & Schiller St,53,Wells St & Huron St,Subscriber,Male,1977,0
180.149.136.247-10.42.0.211-80-43781-6,9045111,3/28/2022 13:10,3/28/2022 13:32,3827,1337,303,Broadway & Cornelia Ave,461,Broadway & Ridge Ave,Subscriber,Male,1984,1
202.77.129.230-10.42.0.42-80-57168-6,9045009,3/28/2022 12:58,3/28/2022 13:12,4669,823,69,Damen Ave & Pierce Ave,342,Wolcott Ave & Polk St,Subscriber,Male,1990,0
182.22.31.124-10.42.0.211-80-44640-6,9044836,3/28/2022 12:35,3/28/2022 12:43,1614,524,91,Clinton St & Washington Blvd,48,Larrabee St & Kingsbury St,Subscriber,Male,1976,0
172.217.10.142-10.42.0.211-443-39016-6,9044731,3/28/2022 12:23,3/28/2022 12:26,742,182,217,May St & Fulton St,346,Ada St & Washington Blvd,Subscriber,Male,1986,0
10.42.0.211-121.12.98.64-57444-80-6,9044603,3/28/2022 12:03,3/28/2022 12:13,1670,590,231,Sheridan Rd & Montrose Ave,296,Broadway & Belmont Ave,Subscriber,Male,1983,0
10.42.0.211-10.42.0.1-55690-53-17,9044518,3/28/2022 11:50,3/28/2022 11:54,4532,220,106,State St & Pearson St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1989,1
10.42.0.42-122.72.35.186-54375-443-6,9044504,3/28/2022 11:47,3/28/2022 11:54,703,394,212,Orleans St & Ohio St,81,Daley Center Plaza,Subscriber,Male,1990,1
10.42.0.42-123.125.29.220-46784-80-6,9044474,3/28/2022 11:43,3/28/2022 11:52,3197,496,284,Michigan Ave & Jackson Blvd,142,McClurg Ct & Erie St,Subscriber,Male,1960,0
10.42.0.211-10.42.0.1-56309-53-17,9044429,3/28/2022 11:35,3/28/2022 11:42,2119,390,48,Larrabee St & Kingsbury St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1975,0
172.217.10.14-10.42.0.151-443-50470-6,9044116,3/28/2022 10:47,3/28/2022 11:13,3910,1618,133,Kingsbury St & Kinzie St,115,Sheffield Ave & Wellington Ave,Subscriber,Male,1972,0
10.42.0.1-10.42.0.42-53-59272-17,9044028,3/28/2022 10:29,3/28/2022 10:37,1646,490,47,State St & Kinzie St,25,Michigan Ave & Pearson St,Subscriber,Male,1958,0
172.217.3.104-10.42.0.211-443-58673-6,9043996,3/28/2022 10:23,3/28/2022 10:39,1380,966,321,Wabash Ave & 8th St,3,Shedd Aquarium,Customer,,1968,1
172.217.10.106-10.42.0.42-443-59242-6,9043970,3/28/2022 10:18,3/28/2022 10:25,3683,437,121,Blackstone Ave & Hyde Park Blvd,423,University Ave & 57th St,Subscriber,Male,1967,0
10.42.0.211-10.42.0.1-17872-53-17,9043863,3/28/2022 10:00,3/28/2022 10:02,3223,167,176,Clark St & Elm St,301,Clark St & Schiller St,Subscriber,Male,1968,1
10.42.0.211-77.234.44.200-38005-80-6,9043851,3/28/2022 9:58,3/28/2022 10:07,2119,538,31,Franklin St & Chicago Ave,77,Clinton St & Madison St,Subscriber,Male,1965,0
172.217.12.206-10.42.0.42-443-50895-6,9043776,3/28/2022 9:44,3/28/2022 9:52,1759,462,195,Columbus Dr & Randolph St,286,Franklin St & Quincy St,Subscriber,Female,1990,1
10.42.0.211-23.192.76.180-43980-443-6,9043759,3/28/2022 9:42,3/28/2022 9:46,2955,257,427,Cottage Grove Ave & 63rd St,328,Ellis Ave & 58th St,Subscriber,Male,1979,0
10.42.0.42-104.254.66.16-49952-80-6,9043697,3/28/2022 9:32,3/28/2022 9:45,3576,765,298,Lincoln Ave & Belle Plaine Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Female,1958,1
10.42.0.151-23.208.87.120-44239-80-6,9043664,3/28/2022 9:26,3/28/2022 9:41,4656,912,91,Clinton St & Washington Blvd,195,Columbus Dr & Randolph St,Subscriber,Male,1956,0
180.76.141.48-10.42.0.151-80-43415-6,9043660,3/28/2022 9:26,3/28/2022 9:44,2729,1096,85,Michigan Ave & Oak St,145,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1984,0
180.76.147.97-10.42.0.211-80-60002-6,9043650,3/28/2022 9:24,3/28/2022 9:32,643,473,245,Clarendon Ave & Junior Ter,114,Sheffield Ave & Addison St,Subscriber,Male,1990,1
203.90.242.126-10.42.0.42-80-46030-6,9043586,3/28/2022 9:15,3/28/2022 9:20,808,280,77,Clinton St & Madison St,233,Sangamon St & Washington Blvd (*),Subscriber,Male,1966,1
10.42.0.211-10.42.0.1-5993-53-17,9043305,3/28/2022 8:51,3/28/2022 9:07,1053,956,180,Ritchie Ct & Banks St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1985,0
10.42.0.211-10.42.0.1-18689-53-17,9043014,3/28/2022 8:32,3/28/2022 8:50,1133,1078,72,Wabash Ave & 16th St,164,Franklin St & Lake St,Subscriber,Male,1970,1
10.42.0.211-121.12.98.64-40869-80-6,9042995,3/28/2022 8:31,3/28/2022 8:49,4384,1059,94,Clark St & Armitage Ave,133,Kingsbury St & Kinzie St,Subscriber,Male,1977,0
180.149.134.221-10.42.0.211-80-48135-6,9042830,3/28/2022 8:21,3/28/2022 8:41,4018,1200,312,Clarendon Ave & Gordon Ter,331,Halsted St & Blackhawk St (*),Subscriber,Male,1990,0
10.42.0.211-77.234.42.92-44566-443-6,9042744,3/28/2022 8:16,3/28/2022 8:20,166,252,464,Damen Ave & Foster Ave,242,Damen Ave & Leland Ave,Subscriber,Male,1975,1
173.194.74.113-10.42.0.42-443-48147-6,9042730,3/28/2022 8:15,3/28/2022 8:23,314,437,345,Lake Park Ave & 56th St,328,Ellis Ave & 58th St,Subscriber,Male,1972,1
157.55.56.163-10.42.0.211-40015-60774-17,9042632,3/28/2022 8:09,3/28/2022 8:17,4569,464,21,Aberdeen St & Jackson Blvd,119,Ashland Ave & Lake St,Subscriber,Male,1981,1
10.42.0.42-13.32.250.43-35008-443-6,9042515,3/28/2022 8:03,3/28/2022 8:25,3387,1335,126,Clark St & North Ave,330,Lincoln Ave & Addison St,Subscriber,Female,1984,0
10.42.0.211-123.125.115.164-46937-443-6,9042499,3/28/2022 8:02,3/28/2022 8:13,2671,641,174,Canal St & Madison St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1982,0
216.58.219.206-10.42.0.42-443-54791-6,9042438,3/28/2022 7:58,3/28/2022 8:03,2670,268,91,Clinton St & Washington Blvd,68,Clinton St & Tilden St,Subscriber,Male,1969,1
10.42.0.151-74.125.22.188-34726-5228-6,9042436,3/28/2022 7:58,3/28/2022 8:02,334,246,31,Franklin St & Chicago Ave,181,LaSalle St & Illinois St,Subscriber,Female,1987,0
10.42.0.211-36.110.210.167-58043-80-6,9042367,3/28/2022 7:54,3/28/2022 8:04,4213,595,77,Clinton St & Madison St,282,Halsted St & Maxwell St,Subscriber,Male,1977,0
192.229.173.136-10.42.0.151-443-43153-6,9042366,3/28/2022 7:54,3/28/2022 8:10,2438,982,91,Clinton St & Washington Blvd,211,St. Clair St & Erie St,Subscriber,Male,1969,0
10.42.0.42-66.102.255.61-49849-443-6,9042358,3/28/2022 7:53,3/28/2022 8:16,1740,1337,307,Southport Ave & Clybourn Ave,81,Daley Center Plaza,Subscriber,Male,1988,1
10.42.0.211-27.221.54.30-60824-80-6,9042350,3/28/2022 7:53,3/28/2022 8:04,3451,707,343,Racine Ave & Wrightwood Ave,94,Clark St & Armitage Ave,Subscriber,Female,1958,0
10.42.0.211-31.13.80.52-60831-443-6,9042124,3/28/2022 7:40,3/28/2022 7:51,2810,668,284,Michigan Ave & Jackson Blvd,134,Peoria St & Jackson Blvd,Subscriber,Male,1962,0
10.42.0.42-106.11.14.99-51750-443-6,9042118,3/28/2022 7:39,3/28/2022 7:56,3910,1009,214,Damen Ave & Grand Ave,18,Wacker Dr & Washington St,Subscriber,Male,1973,0
10.42.0.211-10.42.0.1-23368-53-17,9042018,3/28/2022 7:31,3/28/2022 7:40,3852,571,55,Halsted St & Roosevelt Rd,89,Financial Pl & Congress Pkwy,Subscriber,Male,1962,1
205.185.216.42-10.42.0.211-80-33397-6,9041959,3/28/2022 7:26,3/28/2022 7:45,907,1138,349,Halsted St & Wrightwood Ave,52,Michigan Ave & Lake St,Subscriber,Male,1978,1
10.42.0.211-77.234.41.79-56068-443-6,9041952,3/28/2022 7:25,3/28/2022 7:38,4639,794,60,Dayton St & North Ave,164,Franklin St & Lake St,Subscriber,Male,1973,0
10.42.0.211-23.66.169.52-35246-80-6,9041818,3/28/2022 7:11,3/28/2022 7:27,1455,932,75,Canal St & Jackson Blvd,342,Wolcott Ave & Polk St,Subscriber,Male,1951,1
8.41.222.241-10.42.0.42-443-52209-6,9041703,3/28/2022 6:54,3/28/2022 6:58,1401,246,66,Clinton St & Lake St,287,Franklin St & Monroe St,Subscriber,Male,1990,0
172.217.11.35-10.42.0.151-80-54054-6,9041665,3/28/2022 6:49,3/28/2022 6:51,4487,125,259,California Ave & Francis Pl,123,California Ave & Milwaukee Ave,Subscriber,Male,1983,1
172.217.9.234-10.42.0.151-443-37640-6,9041597,3/28/2022 6:39,3/28/2022 6:54,1850,903,273,Michigan Ave & 18th St,81,Daley Center Plaza,Subscriber,Male,1980,1
10.42.0.211-104.244.43.3-52585-443-6,9041580,3/28/2022 6:37,3/28/2022 6:44,1848,414,130,Damen Ave & Division St,58,Marshfield Ave & Cortland St,Subscriber,Female,1960,0
10.42.0.211-23.219.23.166-47665-80-6,9041563,3/28/2022 6:34,3/28/2022 6:39,390,296,91,Clinton St & Washington Blvd,49,Dearborn St & Monroe St,Subscriber,Male,1965,0
10.42.0.211-10.42.0.1-52095-53-17,9041518,3/28/2022 6:24,3/28/2022 6:29,682,315,346,Ada St & Washington Blvd,91,Clinton St & Washington Blvd,Subscriber,Male,1984,1
10.42.0.211-95.213.11.133-42171-443-6,9041516,3/28/2022 6:24,3/28/2022 6:32,1897,496,75,Canal St & Jackson Blvd,383,Ashland Ave & Harrison St,Subscriber,Male,1969,0
172.217.7.227-10.42.0.211-443-55496-6,9041414,3/28/2022 5:37,3/28/2022 5:47,1244,565,192,Canal St & Adams St,212,Orleans St & Ohio St,Subscriber,Male,1954,0
10.42.0.1-10.42.0.42-53-21078-17,9041405,3/28/2022 5:35,3/28/2022 6:02,118,1608,51,Clark St & Randolph St,117,Wilton Ave & Belmont Ave,Subscriber,Male,1982,1
172.217.10.110-10.42.0.211-443-49047-6,9041367,3/28/2022 2:03,3/28/2022 2:18,2976,894,364,Larrabee St & Oak St,36,Franklin St & Jackson Blvd,Subscriber,Male,1958,0
10.42.0.211-10.42.0.1-27453-53-17,9041243,3/27/2022 21:56,3/27/2022 22:01,973,318,423,University Ave & 57th St,345,Lake Park Ave & 56th St,Subscriber,Male,1983,0
172.217.10.10-10.42.0.151-443-60663-6,9040985,3/27/2022 19:23,3/27/2022 20:38,4740,4540,215,Damen Ave & Madison St,26,McClurg Ct & Illinois St,Customer,,1960,0
180.149.153.234-10.42.0.211-80-60043-6,9040983,3/27/2022 19:21,3/27/2022 20:40,4725,4706,215,Damen Ave & Madison St,26,McClurg Ct & Illinois St,Customer,,1965,1
10.42.0.42-103.235.46.212-48461-80-6,9040923,3/27/2022 18:39,3/27/2022 18:43,2895,235,142,McClurg Ct & Erie St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1988,1
10.42.0.151-23.199.17.202-60693-443-6,9040910,3/27/2022 18:33,3/27/2022 18:38,1883,265,244,Ravenswood Ave & Irving Park Rd,314,Ravenswood Ave & Berteau Ave,Subscriber,Female,1958,0
10.42.0.1-10.42.0.42-53-30543-17,9040900,3/27/2022 18:27,3/27/2022 18:41,1724,875,110,Dearborn St & Erie St,80,Aberdeen St & Monroe St,Subscriber,Female,1983,0
